Date,Observed,Climatology
26-Mar-2021,120.7,112.4
27-Mar-2021,120.7,113.4
28-Mar-2021,120.7,114.2
29-Mar-2021,120.7,115.0
30-Mar-2021,120.7,115.8
31-Mar-2021,120.7,116.5
1-Apr-2021,120.7,117.4
2-Apr-2021,121.5,118.2
3-Apr-2021,123.3,119.0
4-Apr-2021,124.4,119.9
5-Apr-2021,125.5,121.0
6-Apr-2021,125.9,122.5
7-Apr-2021,125.9,123.9
8-Apr-2021,,125.1
9-Apr-2021,,126.3
10-Apr-2021,,127.5
11-Apr-2021,,128.6
12-Apr-2021,,129.5
13-Apr-2021,,130.4
14-Apr-2021,,131.4
15-Apr-2021,,132.1
16-Apr-2021,,132.7
17-Apr-2021,,133.0
18-Apr-2021,,133.3
19-Apr-2021,,133.7
20-Apr-2021,,134.0
21-Apr-2021,,134.2
22-Apr-2021,,134.6
23-Apr-2021,,134.8
24-Apr-2021,,135.1
25-Apr-2021,,135.3
26-Apr-2021,,135.5
27-Apr-2021,,135.7
28-Apr-2021,,135.9
29-Apr-2021,,136.0
30-Apr-2021,,136.1
1-May-2021,,136.2
2-May-2021,,136.2
3-May-2021,,136.3
4-May-2021,,136.4
5-May-2021,,136.6
6-May-2021,,136.8
7-May-2021,,136.9
8-May-2021,,137.0
9-May-2021,,137.2
10-May-2021,,137.4
11-May-2021,,137.5
12-May-2021,,137.6
13-May-2021,,137.8
14-May-2021,,138.0
15-May-2021,,138.0
16-May-2021,,138.1
17-May-2021,,138.1
18-May-2021,,138.2
19-May-2021,,138.2
20-May-2021,,138.2
21-May-2021,,138.2
22-May-2021,,138.2
23-May-2021,,138.2
24-May-2021,,138.2
25-May-2021,,138.2
26-May-2021,,138.2
27-May-2021,,138.3
28-May-2021,,138.3
29-May-2021,,138.3
30-May-2021,,138.3
31-May-2021,,138.3
1-Jun-2021,,138.3
2-Jun-2021,,138.3
3-Jun-2021,,138.3
4-Jun-2021,,138.3
5-Jun-2021,,138.3
6-Jun-2021,,138.3
7-Jun-2021,,138.3
8-Jun-2021,,138.3
9-Jun-2021,,138.3
10-Jun-2021,,138.3
11-Jun-2021,,138.3
12-Jun-2021,,138.3
13-Jun-2021,,138.3
14-Jun-2021,,138.3
15-Jun-2021,,138.3
16-Jun-2021,,138.3
17-Jun-2021,,138.3
18-Jun-2021,,138.3
19-Jun-2021,,138.3
20-Jun-2021,,138.3
21-Jun-2021,,138.4
22-Jun-2021,,138.4
23-Jun-2021,,138.4
24-Jun-2021,,138.4
25-Jun-2021,,138.4
26-Jun-2021,,138.4
27-Jun-2021,,138.4
28-Jun-2021,,138.4
29-Jun-2021,,138.4
30-Jun-2021,,138.4
